Date,StartTime,Subject,trialnumber,Cond,TrialError,correct,RT,WaitStart,StimDur,DimmTime,RelTime,RTcalc,WaitRew,numRew
2014_05_23,11:04:23,Ingrid,777,1,0,1,352,1760,2749,522,880,358,109,0
2014_05_23,11:04:33,Ingrid,779,2,0,1,463,506,1616,527,996,469,115,0
2014_05_23,11:04:50,Ingrid,783,1,0,1,399,714,1749,519,924,405,112,0
2014_05_23,11:04:55,Ingrid,784,2,5,0,NaN,171,666,NaN,487,NaN,NaN,0
2014_12_23,11:04:14,Ingrid,861,1,0,1,264,667,1566,516,786,270,114,0
2014_12_23,11:04:23,Ingrid,863,1,0,1,287,666,1582,516,809,293,108,0
2014_12_23,11:04:32,Ingrid,865,1,0,1,193,781,1616,518,717,199,119,0
2014_12_23,11:04:35,Ingrid,866,1,5,0,NaN,1459,2099,523,625,NaN,NaN,0
2014_18_23,11:04:10,Ingrid,933,1,0,1,681,969,2282,514,1200,686,114,0
2014_18_23,11:04:31,Ingrid,938,1,0,1,219,1034,1883,515,740,225,110,0
2014_18_23,11:04:40,Ingrid,940,1,0,1,541,850,2032,516,1063,547,120,0
2014_18_23,11:04:45,Ingrid,941,1,0,1,494,700,1832,516,1015,499,118,1
2014_18_23,11:04:50,Ingrid,942,1,0,1,666,655,1966,528,1199,671,113,2
2014_18_23,11:04:54,Ingrid,943,1,0,1,190,1094,1932,522,717,195,122,3
2014_19_23,11:04:04,Ingrid,945,1,0,1,451,602,1683,514,971,457,110,4
2014_19_23,11:04:20,Ingrid,949,1,1,0,NaN,713,2499,520,NaN,NaN,NaN,0
2014_19_23,11:04:33,Ingrid,951,1,0,1,630,865,2133,518,1154,636,115,0
2014_19_23,11:04:44,Ingrid,954,1,0,1,728,717,2083,516,1250,734,117,0
2014_19_23,11:04:48,Ingrid,955,2,0,1,858,700,2216,533,1397,864,120,1
2014_20_23,11:04:10,Ingrid,960,1,0,1,1087,1162,2882,521,1614,1093,107,0
2014_20_23,11:04:14,Ingrid,961,1,0,1,232,774,1649,526,764,238,112,1
2014_20_23,11:04:19,Ingrid,962,2,0,1,807,757,2216,526,1338,812,121,1
2014_20_23,11:04:25,Ingrid,963,2,0,1,246,816,1716,534,785,251,116,3
2014_20_23,11:04:30,Ingrid,964,1,0,1,451,586,1666,514,971,457,110,3
2014_20_23,11:04:40,Ingrid,966,1,0,1,626,711,1982,522,1153,631,119,0
2014_20_23,11:04:45,Ingrid,967,4,5,0,NaN,838,2965,NaN,2123,NaN,NaN,0
2014_20_23,11:04:56,Ingrid,969,3,5,0,NaN,1333,2433,NaN,1085,NaN,NaN,0
2014_21_23,11:04:18,Ingrid,973,4,0,1,100,881,2399,1301,1407,106,112,0
2014_21_23,11:04:45,Ingrid,979,4,0,1,175,1586,2882,996,1177,181,120,0
2014_21_23,11:04:54,Ingrid,981,4,0,1,482,622,2233,1011,1499,488,112,0
2014_22_23,11:04:03,Ingrid,983,3,0,1,353,1358,2666,841,1200,359,109,0
2014_22_23,11:04:26,Ingrid,988,3,0,1,257,1851,3082,848,1111,263,121,0
2014_22_23,11:04:32,Ingrid,989,4,5,0,NaN,677,1516,NaN,831,NaN,NaN,0
2014_22_23,11:04:36,Ingrid,990,3,0,1,849,699,2449,784,1639,855,112,0
2014_22_23,11:04:41,Ingrid,991,3,0,1,656,653,2182,746,1408,662,122,1
2014_22_23,11:04:44,Ingrid,992,3,5,0,NaN,748,1566,734,809,NaN,NaN,2
2014_22_23,11:04:48,Ingrid,993,5,5,0,NaN,768,1699,NaN,926,NaN,NaN,3
2014_22_23,11:04:53,Ingrid,994,3,0,1,792,1023,2716,777,1574,797,120,2
2014_22_23,11:04:57,Ingrid,995,4,0,1,615,771,2383,879,1499,620,114,2
2014_23_23,11:04:03,Ingrid,996,5,0,1,185,700,2016,1016,1207,191,110,4
2014_23_23,11:04:07,Ingrid,997,5,5,0,NaN,1281,2199,NaN,901,NaN,NaN,0
2014_23_23,11:04:12,Ingrid,998,3,0,1,581,677,2083,706,1293,587,113,0
2014_23_23,11:04:16,Ingrid,999,3,5,0,NaN,682,1366,NaN,671,NaN,NaN,1
2014_35_23,11:04:04,Ingrid,1140,1,0,1,933,1333,2899,516,1454,938,113,0
2014_35_23,11:04:20,Ingrid,1143,5,0,1,423,745,1866,588,1016,428,106,0
2014_35_23,11:04:39,Ingrid,1147,4,0,1,853,782,2316,568,1426,858,109,0
2014_35_23,11:04:44,Ingrid,1148,5,0,1,570,1021,2282,578,1154,576,108,0
2014_36_23,11:04:03,Ingrid,1152,1,5,0,NaN,906,1250,NaN,326,NaN,NaN,1
2014_36_23,11:04:08,Ingrid,1153,3,0,1,873,332,1883,551,1430,879,122,0
2014_36_23,11:04:12,Ingrid,1154,3,0,1,875,701,2249,549,1430,881,119,1
2014_36_23,11:04:16,Ingrid,1155,4,0,1,753,543,1966,556,1315,759,108,0
2014_36_23,11:04:21,Ingrid,1156,4,0,1,210,563,1466,570,786,216,118,1
2014_36_23,11:04:25,Ingrid,1157,4,0,1,100,218,1000,565,671,106,112,2
2014_36_23,11:04:30,Ingrid,1158,4,0,1,569,656,1900,561,1135,574,109,0
2014_36_23,11:04:51,Ingrid,1162,3,0,1,155,1426,2249,557,717,160,107,1
2014_36_23,11:04:58,Ingrid,1164,5,0,1,318,1172,2183,578,903,325,109,0
2014_37_23,11:04:04,Ingrid,1165,5,0,1,557,631,1883,569,1131,562,122,0
2014_37_23,11:04:14,Ingrid,1167,5,0,1,1082,644,2415,572,1660,1088,112,0
2014_37_23,11:04:19,Ingrid,1168,3,0,1,669,608,1932,541,1216,675,109,1
2014_37_23,11:04:23,Ingrid,1169,3,0,1,459,1116,2250,551,1015,464,120,0
2014_37_23,11:04:40,Ingrid,1174,3,0,1,852,567,2083,550,1407,857,110,1
2014_37_23,11:04:50,Ingrid,1176,3,0,1,908,1691,3265,541,1455,914,120,0
2014_37_23,11:04:56,Ingrid,1177,3,0,1,996,1321,2983,545,1547,1002,115,0
2014_38_23,11:04:16,Ingrid,1182,3,0,1,849,47,1566,553,1407,854,113,2
2014_38_23,11:04:43,Ingrid,1188,5,0,1,1177,644,2516,572,1755,1183,117,0
2014_38_23,11:04:48,Ingrid,1189,5,0,1,399,1001,2083,565,969,404,114,0
2014_39_23,11:04:02,Ingrid,1192,5,0,1,500,621,1816,579,1085,506,111,0
2014_39_23,11:04:07,Ingrid,1193,4,0,1,778,1045,2499,554,1338,784,117,1
2014_39_23,11:04:29,Ingrid,1198,4,0,1,912,1034,2632,565,1483,918,116,1
2014_39_23,11:04:33,Ingrid,1199,3,0,1,183,665,1517,552,740,188,112,3
2014_39_23,11:04:37,Ingrid,1200,5,0,1,186,862,1733,571,763,192,109,0
2014_39_23,11:04:51,Ingrid,1203,3,0,1,1248,705,2616,545,1798,1253,114,0
2014_39_23,11:04:55,Ingrid,1204,4,0,1,703,539,1916,560,1269,709,109,0
2014_39_23,11:04:59,Ingrid,1205,2,0,1,397,130,1766,1119,1522,403,115,1
2014_40_23,11:04:03,Ingrid,1206,4,5,0,NaN,518,1250,NaN,717,NaN,NaN,0
2014_40_23,11:04:07,Ingrid,1207,2,0,1,114,861,2083,989,1108,119,115,1
2014_40_23,11:04:12,Ingrid,1208,4,5,0,NaN,516,1516,NaN,993,NaN,NaN,0
2014_40_23,11:04:16,Ingrid,1209,4,5,0,NaN,792,2299,NaN,1499,NaN,NaN,0
2014_40_23,11:04:22,Ingrid,1210,5,5,0,NaN,907,2349,NaN,1430,NaN,NaN,0
2014_40_23,11:04:33,Ingrid,1212,5,0,1,640,850,3182,1566,2212,646,121,0
2014_52_23,11:04:24,Ingrid,1355,5,0,1,954,1747,3398,585,1545,960,107,0
2014_58_23,11:04:16,Ingrid,1426,5,0,1,657,1472,2816,560,1223,663,121,0
2014_58_23,11:04:20,Ingrid,1427,4,0,1,337,691,1700,559,902,343,108,1
2014_58_23,11:04:23,Ingrid,1428,4,5,0,NaN,563,1199,553,624,NaN,NaN,2
2014_58_23,11:04:29,Ingrid,1429,4,0,1,1059,33,1766,550,1614,1064,120,0
2014_58_23,11:04:32,Ingrid,1430,4,0,1,759,249,1683,551,1315,764,120,0
2014_58_23,11:04:36,Ingrid,1431,4,0,1,271,678,1616,555,832,277,107,0
2014_58_23,11:04:52,Ingrid,1435,5,0,1,606,1782,3065,567,1178,611,106,0
2014_58_23,11:04:58,Ingrid,1436,5,0,1,473,540,1700,560,1038,478,123,0
2014_59_23,11:04:02,Ingrid,1437,4,0,1,381,540,1600,560,947,387,114,0
2014_59_23,11:04:05,Ingrid,1438,4,0,1,176,507,1366,559,741,182,119,0
2014_59_23,11:04:10,Ingrid,1439,5,0,1,406,472,1549,561,972,411,106,0
2014_59_23,11:04:15,Ingrid,1440,4,0,1,436,498,1599,551,993,442,109,0
2014_59_23,11:04:20,Ingrid,1441,5,0,1,416,495,1600,572,993,421,113,0
2014_59_23,11:04:25,Ingrid,1442,4,0,1,139,335,1150,548,693,145,123,0
2014_59_23,11:04:41,Ingrid,1447,4,0,1,535,516,1716,550,1091,541,110,0
2014_00_23,12:04:00,Ingrid,1452,4,0,1,687,664,2016,553,1245,692,108,0
2014_00_23,12:04:05,Ingrid,1453,4,0,1,590,540,1816,559,1154,595,122,0
2014_00_23,12:04:10,Ingrid,1454,4,0,1,386,1094,2149,556,947,391,109,0
2014_00_23,12:04:24,Ingrid,1457,5,0,1,222,508,1400,558,786,228,107,0
2014_00_23,12:04:42,Ingrid,1462,3,0,1,746,958,2365,541,1292,751,116,0
2014_01_23,12:04:01,Ingrid,1466,5,0,1,1097,758,2533,558,1661,1103,114,0
2014_01_23,12:04:20,Ingrid,1471,1,0,1,719,445,1800,522,1246,724,109,2
2014_01_23,12:04:23,Ingrid,1472,5,0,1,179,661,1516,555,740,185,116,3
2014_01_23,12:04:27,Ingrid,1473,4,0,1,706,592,1983,558,1270,712,122,4
2014_01_23,12:04:31,Ingrid,1474,4,0,1,165,448,1283,552,723,171,113,5
2014_01_23,12:04:35,Ingrid,1475,2,0,1,114,472,1233,528,648,120,114,5
2014_01_23,12:04:40,Ingrid,1476,3,0,1,277,450,1400,550,832,282,118,5
2014_01_23,12:04:45,Ingrid,1477,5,0,1,190,498,1382,568,764,196,121,0
2014_01_23,12:04:48,Ingrid,1478,5,0,1,172,569,1416,564,742,178,106,0
2014_02_23,12:04:02,Ingrid,1481,5,0,1,516,603,1799,563,1085,522,112,0
2014_02_23,12:04:06,Ingrid,1482,3,0,1,819,379,1849,537,1361,824,110,1
2014_02_23,12:04:09,Ingrid,1483,4,0,1,255,402,1316,548,809,261,106,3
2014_02_23,12:04:13,Ingrid,1484,4,0,1,164,702,1533,548,717,169,115,4
2014_02_23,12:04:17,Ingrid,1485,4,5,0,NaN,448,1033,552,579,NaN,NaN,0
2014_02_23,12:04:36,Ingrid,1489,4,0,1,669,782,2116,551,1226,675,109,0
2014_02_23,12:04:41,Ingrid,1490,4,0,1,402,563,1632,553,961,408,109,2
2014_02_23,12:04:45,Ingrid,1491,5,0,1,408,541,1633,559,972,413,121,3
2014_02_23,12:04:49,Ingrid,1492,4,5,0,NaN,384,983,549,579,NaN,NaN,4
2014_02_23,12:04:53,Ingrid,1493,5,0,1,569,611,1849,555,1131,576,108,0
2014_02_23,12:04:57,Ingrid,1494,1,5,0,NaN,613,1449,819,832,NaN,NaN,1
2014_03_23,12:04:01,Ingrid,1495,5,5,0,NaN,448,1799,NaN,1344,NaN,NaN,2
2014_03_23,12:04:07,Ingrid,1496,2,1,0,NaN,1350,3749,1133,NaN,NaN,NaN,0
2014_06_23,12:04:08,Ingrid,1531,2,0,1,687,1357,2733,576,1269,693,108,0
2014_06_23,12:04:12,Ingrid,1532,5,0,1,276,525,1683,758,1039,281,120,0
2014_06_23,12:04:17,Ingrid,1533,5,5,0,NaN,546,1316,753,762,NaN,NaN,1
2014_06_23,12:04:21,Ingrid,1534,5,0,1,256,495,1616,754,1016,262,106,2
2014_06_23,12:04:24,Ingrid,1535,1,0,1,463,608,1716,525,993,468,116,1
2014_06_23,12:04:27,Ingrid,1536,1,5,0,NaN,617,1016,NaN,394,NaN,NaN,0
2014_06_23,12:04:30,Ingrid,1537,5,0,1,527,793,2249,806,1338,532,119,0
2014_06_23,12:04:34,Ingrid,1538,2,0,1,537,382,1666,634,1177,543,108,0
2014_06_23,12:04:37,Ingrid,1539,5,0,1,217,540,1666,792,1016,224,110,0
2014_06_23,12:04:42,Ingrid,1540,4,5,0,NaN,287,1150,746,849,NaN,NaN,0
2014_06_23,12:04:53,Ingrid,1542,1,0,1,188,681,1550,569,762,193,107,0
2014_06_23,12:04:56,Ingrid,1543,1,5,0,NaN,680,1266,569,579,NaN,NaN,1
2014_07_23,12:04:01,Ingrid,1544,1,1,0,NaN,403,2183,514,NaN,NaN,NaN,1
2014_07_23,12:04:17,Ingrid,1547,5,5,0,NaN,967,1716,716,740,NaN,NaN,0
2014_07_23,12:04:27,Ingrid,1549,5,0,1,313,1013,2166,720,1038,318,116,0
2014_08_23,12:04:35,Ingrid,1565,1,1,0,NaN,537,2333,529,NaN,NaN,NaN,0
2014_08_23,12:04:57,Ingrid,1569,1,0,1,1087,712,2432,521,1613,1092,108,0
2014_09_23,12:04:02,Ingrid,1570,1,0,1,1041,979,2666,521,1567,1046,121,0
2014_09_23,12:04:08,Ingrid,1571,1,0,1,507,706,1866,526,1039,513,121,1
2014_09_23,12:04:12,Ingrid,1572,1,0,1,465,611,1717,522,993,471,113,0
2014_09_23,12:04:16,Ingrid,1573,5,0,1,435,1232,2449,667,1108,441,110,0
2014_09_23,12:04:21,Ingrid,1574,1,0,1,737,403,1766,514,1257,743,107,2
2014_09_23,12:04:26,Ingrid,1575,5,0,1,458,449,1699,667,1131,464,120,2
2014_09_23,12:04:46,Ingrid,1579,5,0,1,170,1292,2232,657,832,175,109,0
2014_09_23,12:04:56,Ingrid,1581,5,0,1,536,875,2183,658,1200,542,109,0
2014_09_23,12:04:59,Ingrid,1582,5,5,0,NaN,574,1299,658,718,NaN,NaN,0
2014_10_23,12:04:03,Ingrid,1583,1,0,1,311,451,1399,515,832,317,117,1
2014_10_23,12:04:07,Ingrid,1584,1,0,1,1070,656,2366,527,1603,1076,108,0
2014_21_23,12:04:30,Ingrid,1722,5,0,1,573,1241,2516,575,1154,579,122,0
2014_21_23,12:04:39,Ingrid,1724,1,0,1,996,413,2049,520,1522,1002,115,0
2014_21_23,12:04:44,Ingrid,1725,4,0,1,592,610,1883,556,1153,597,120,0
2014_21_23,12:04:48,Ingrid,1726,5,5,0,NaN,495,1133,572,627,NaN,NaN,1
2014_21_23,12:04:53,Ingrid,1727,1,0,1,514,1330,2482,519,1039,520,114,0
2014_21_23,12:04:57,Ingrid,1728,2,0,1,202,701,1549,532,739,207,110,3
2014_22_23,12:04:32,Ingrid,1736,1,0,1,243,935,1816,514,762,248,119,3
2014_22_23,12:04:49,Ingrid,1740,5,5,0,NaN,652,1200,NaN,533,NaN,NaN,0
2014_22_23,12:04:54,Ingrid,1741,1,0,1,281,311,1233,522,809,287,113,1
2014_22_23,12:04:57,Ingrid,1742,4,5,0,NaN,501,800,NaN,280,NaN,NaN,2
2014_22_23,12:04:59,Ingrid,1743,1,0,1,638,403,1666,513,1157,644,107,3
2014_23_23,12:04:20,Ingrid,1747,1,0,1,670,825,2133,525,1200,675,108,3
2014_23_23,12:04:55,Ingrid,1756,1,0,1,579,1792,3016,524,1109,585,116,0
2014_24_23,12:04:01,Ingrid,1757,5,0,1,610,588,1883,561,1177,616,118,2
2014_25_23,12:04:12,Ingrid,1772,4,5,0,NaN,919,1216,NaN,280,NaN,NaN,0
2014_25_23,12:04:32,Ingrid,1776,5,5,0,NaN,551,1100,NaN,533,NaN,NaN,0
2014_33_23,12:04:18,Ingrid,1872,1,0,1,1071,528,2233,522,1599,1077,107,0
2014_33_23,12:04:22,Ingrid,1873,1,0,1,190,195,1033,522,717,195,122,0
2014_33_23,12:04:25,Ingrid,1874,1,5,0,NaN,558,1033,NaN,464,NaN,NaN,0
2014_33_23,12:04:41,Ingrid,1878,1,0,1,255,706,1599,527,787,260,107,0
2014_33_23,12:04:44,Ingrid,1879,5,5,0,NaN,540,1033,NaN,487,NaN,NaN,0
2014_33_23,12:04:47,Ingrid,1880,5,0,1,970,403,2033,547,1522,975,108,0
2014_33_23,12:04:52,Ingrid,1881,5,0,1,548,494,1716,555,1109,554,113,0
2014_34_23,12:04:19,Ingrid,1890,5,0,1,1205,609,2466,541,1752,1211,106,0
2014_34_23,12:04:23,Ingrid,1891,4,0,1,838,403,1899,547,1390,843,107,1
2014_34_23,12:04:33,Ingrid,1893,1,0,1,531,874,2049,525,1062,537,114,1
2014_34_23,12:04:36,Ingrid,1894,1,0,1,767,796,2199,520,1292,772,112,1
2014_34_23,12:04:40,Ingrid,1895,5,5,0,NaN,705,1732,NaN,1017,NaN,NaN,0
2014_34_23,12:04:45,Ingrid,1896,5,5,0,NaN,497,1966,NaN,1454,NaN,NaN,1
2014_34_23,12:04:49,Ingrid,1897,4,0,1,506,588,3132,1911,2423,512,122,0
2014_35_23,12:04:08,Ingrid,1901,3,0,1,557,505,2216,1028,1591,563,121,1
2014_35_23,12:04:17,Ingrid,1903,1,0,1,1042,666,2399,566,1614,1048,120,1
2014_35_23,12:04:31,Ingrid,1906,5,5,0,NaN,664,1983,NaN,1314,NaN,NaN,3
2014_35_23,12:04:36,Ingrid,1907,3,0,1,766,449,2266,934,1706,772,112,3
2014_35_23,12:04:40,Ingrid,1908,3,5,0,NaN,610,1566,NaN,947,NaN,NaN,0
2014_36_23,12:04:25,Ingrid,1920,4,0,1,1046,1068,3049,815,1867,1052,115,0
2014_36_23,12:04:29,Ingrid,1921,4,0,1,565,824,2366,859,1430,571,113,0
2014_36_23,12:04:33,Ingrid,1922,2,0,1,1173,746,2666,620,1799,1179,122,0
2014_41_23,12:04:23,Ingrid,1979,5,0,1,1130,851,2749,649,1785,1136,114,0
2014_41_23,12:04:27,Ingrid,1980,5,0,1,682,16,1466,650,1338,688,113,0
2014_41_23,12:04:32,Ingrid,1981,4,0,1,186,499,1417,618,809,191,109,1
2014_41_23,12:04:36,Ingrid,1982,5,0,1,328,430,1516,636,969,333,118,2
2014_42_23,12:04:00,Ingrid,1988,5,0,1,1149,956,2865,643,1798,1155,112,0
2014_42_23,12:04:04,Ingrid,1989,4,0,1,614,451,1800,616,1235,619,115,3
2014_42_23,12:04:08,Ingrid,1990,5,0,1,494,518,1766,632,1131,499,118,0
2014_42_23,12:04:12,Ingrid,1991,4,0,1,411,383,1516,600,1016,416,118,0
2014_42_23,12:04:44,Ingrid,2001,3,0,1,1058,831,2583,569,1633,1064,119,0
2014_43_23,12:04:10,Ingrid,2009,5,0,1,1089,972,2799,611,1706,1095,122,0
2014_43_23,12:04:14,Ingrid,2010,1,0,1,688,587,1916,529,1223,694,106,1
2014_43_23,12:04:28,Ingrid,2013,5,0,1,835,711,2282,622,1462,840,110,0
2014_43_23,12:04:34,Ingrid,2014,3,0,1,740,381,1816,569,1314,745,122,0
2014_43_23,12:04:47,Ingrid,2017,4,0,1,368,636,1716,597,970,373,111,0
2014_43_23,12:04:51,Ingrid,2018,4,0,1,634,449,1782,583,1223,640,111,0
2014_43_23,12:04:56,Ingrid,2019,5,0,1,670,483,1882,616,1292,676,108,0
2014_44_23,12:04:01,Ingrid,2020,5,0,1,241,591,1566,609,855,246,121,0
2014_44_23,12:04:06,Ingrid,2021,5,0,1,161,547,1449,619,786,167,117,0
2014_44_23,12:04:12,Ingrid,2022,4,0,1,236,476,1416,590,832,242,109,0
2014_44_23,12:04:17,Ingrid,2023,4,5,0,NaN,453,1133,596,671,NaN,NaN,0
2014_44_23,12:04:22,Ingrid,2024,4,0,1,610,499,1816,584,1199,615,119,0
2014_44_23,12:04:25,Ingrid,2025,5,0,1,1012,380,2132,620,1637,1017,116,0
2014_44_23,12:04:29,Ingrid,2026,4,0,1,869,499,2066,584,1458,874,110,0
2014_44_23,12:04:49,Ingrid,2032,5,0,1,487,551,1766,615,1108,493,108,0
2014_44_23,12:04:54,Ingrid,2033,4,0,1,139,404,1250,596,740,144,107,0
2014_44_23,12:04:56,Ingrid,2034,5,0,1,495,540,1766,609,1110,501,117,0
2014_45_23,12:04:15,Ingrid,2039,1,0,1,557,411,1616,522,1085,563,121,0
2014_45_23,12:04:19,Ingrid,2040,5,0,1,778,499,1999,601,1384,783,117,0
2014_45_23,12:04:24,Ingrid,2041,1,0,1,654,499,1782,517,1177,660,107,0
2014_45_23,12:04:28,Ingrid,2042,5,0,1,188,435,1350,615,808,193,107,1
2014_45_23,12:04:33,Ingrid,2043,5,0,1,1042,637,2416,612,1660,1048,120,0
2014_45_23,12:04:38,Ingrid,2044,5,5,0,NaN,483,1167,600,670,NaN,NaN,0
2014_46_23,12:04:17,Ingrid,2055,5,0,1,759,637,2116,596,1361,765,119,0
2014_46_23,12:04:52,Ingrid,2064,1,0,1,582,712,1932,521,1108,587,113,0
2014_46_23,12:04:56,Ingrid,2065,5,1,0,NaN,478,2332,588,NaN,NaN,NaN,0
2014_47_23,12:04:08,Ingrid,2067,5,0,1,779,401,1900,599,1384,785,115,0
2014_47_23,12:04:12,Ingrid,2068,5,5,0,NaN,659,1499,NaN,832,NaN,NaN,0
2014_47_23,12:04:16,Ingrid,2069,5,5,0,NaN,895,2216,NaN,1315,NaN,NaN,0
2014_47_23,12:04:21,Ingrid,2070,3,5,0,NaN,520,1616,NaN,1085,NaN,NaN,0
2014_47_23,12:04:26,Ingrid,2071,5,5,0,NaN,404,2499,2028,2077,NaN,NaN,0
2014_47_23,12:04:31,Ingrid,2072,3,0,1,383,429,2200,1271,1660,389,112,0
2014_47_23,12:04:34,Ingrid,2073,5,5,0,NaN,587,1683,NaN,1084,NaN,NaN,0
2014_47_23,12:04:38,Ingrid,2074,5,5,0,NaN,750,2149,NaN,1384,NaN,NaN,0
2014_47_23,12:04:58,Ingrid,2078,4,0,1,950,1532,3648,1050,2006,956,111,0
2014_48_23,12:04:04,Ingrid,2079,3,0,1,555,430,2083,986,1547,561,107,0
2014_48_23,12:04:29,Ingrid,2084,5,0,1,640,615,2466,1084,1730,646,122,0
2014_48_23,12:04:33,Ingrid,2085,3,0,1,480,430,1882,853,1338,485,115,0
2014_48_23,12:04:36,Ingrid,2086,4,5,0,NaN,470,1333,NaN,855,NaN,NaN,0
2014_48_23,12:04:41,Ingrid,2087,3,0,1,620,106,1666,827,1453,626,108,0
2014_48_23,12:04:45,Ingrid,2088,5,0,1,602,222,2082,1144,1752,608,109,0
2014_48_23,12:04:49,Ingrid,2089,5,5,0,NaN,457,1616,1142,1154,NaN,NaN,0
2014_48_23,12:04:54,Ingrid,2090,5,0,1,572,480,2182,1019,1596,577,107,0
2014_48_23,12:04:58,Ingrid,2091,3,0,1,601,1194,2733,822,1429,607,111,0
2014_49_23,12:04:02,Ingrid,2092,2,0,1,575,390,1733,643,1223,580,121,0
2014_49_23,12:04:07,Ingrid,2093,1,0,1,429,413,1533,570,1005,435,116,0
2014_49_23,12:04:11,Ingrid,2094,5,5,0,NaN,450,1366,NaN,903,NaN,NaN,0
2014_49_23,12:04:14,Ingrid,2095,4,0,1,499,342,1933,974,1479,505,112,0
2014_49_23,12:04:44,Ingrid,2101,5,0,1,629,805,2466,911,1545,634,116,0
2014_49_23,12:04:48,Ingrid,2102,4,0,1,136,528,1583,805,947,142,109,0
2014_49_23,12:04:53,Ingrid,2103,5,0,1,115,619,1816,964,1085,121,113,0
2014_49_23,12:04:58,Ingrid,2104,5,5,0,NaN,458,1333,NaN,855,NaN,NaN,0
2014_50_23,12:04:01,Ingrid,2105,5,0,1,268,550,1883,950,1223,273,111,0
2014_50_23,12:04:05,Ingrid,2106,4,0,1,599,388,1899,795,1400,605,112,0
2014_50_23,12:04:09,Ingrid,2107,4,0,1,644,480,2049,802,1452,650,118,0
2014_50_23,12:04:14,Ingrid,2108,5,0,1,729,596,2333,887,1622,735,116,0
2014_50_23,12:04:19,Ingrid,2109,5,0,1,460,621,2100,896,1361,465,119,0
2014_50_23,12:04:39,Ingrid,2114,5,0,1,743,608,2316,842,1591,749,118,0
2014_50_23,12:04:42,Ingrid,2115,5,0,1,776,365,2166,902,1683,781,119,0
2014_50_23,12:04:48,Ingrid,2116,3,0,1,786,320,1950,730,1522,792,109,0
2014_50_23,12:04:53,Ingrid,2117,4,0,1,250,390,1516,760,1015,255,112,0
2014_50_23,12:04:58,Ingrid,2118,1,0,1,878,827,2350,523,1406,883,118,0
2014_51_23,12:04:04,Ingrid,2119,5,0,1,876,781,2616,835,1717,882,119,0
2014_51_23,12:04:10,Ingrid,2120,1,0,1,534,505,1683,528,1068,540,111,0
2014_51_23,12:04:28,Ingrid,2125,5,0,1,146,1220,2350,863,1015,152,115,0
2014_51_23,12:04:33,Ingrid,2126,5,0,1,175,458,1616,858,1039,181,120,0
2014_51_23,12:04:36,Ingrid,2127,5,5,0,NaN,412,1133,NaN,716,NaN,NaN,0
2014_51_23,12:04:41,Ingrid,2128,5,0,1,1234,457,2599,793,2032,1239,111,0
2014_51_23,12:04:45,Ingrid,2129,5,0,1,166,1739,2866,844,1016,172,112,0
2014_51_23,12:04:50,Ingrid,2130,5,0,1,450,572,1932,794,1249,455,112,1
2014_52_23,12:04:35,Ingrid,2142,5,1,0,NaN,963,2966,737,NaN,NaN,NaN,0
2014_53_23,12:04:06,Ingrid,2148,5,1,0,NaN,660,2633,706,NaN,NaN,NaN,0
2014_54_23,12:04:34,Ingrid,2164,4,0,1,523,1171,2449,628,1157,529,122,0
2014_54_23,12:04:44,Ingrid,2166,5,0,1,1063,505,2349,661,1730,1069,115,0
2014_54_23,12:04:49,Ingrid,2167,3,0,1,741,575,2033,591,1337,746,122,0
2014_54_23,12:04:53,Ingrid,2168,5,0,1,617,480,1883,670,1293,623,111,0
2014_54_23,12:04:58,Ingrid,2169,5,0,1,486,504,1766,663,1155,492,108,0
2014_55_23,12:04:02,Ingrid,2170,5,0,1,224,496,1517,671,900,229,121,0
2014_55_23,12:04:07,Ingrid,2171,5,5,0,NaN,461,1183,656,716,NaN,NaN,0
2014_55_23,12:04:10,Ingrid,2172,5,0,1,482,250,1516,667,1155,488,112,0
2014_55_23,12:04:13,Ingrid,2173,5,0,1,860,408,2049,658,1524,866,118,0
2014_55_23,12:04:18,Ingrid,2174,4,5,0,NaN,549,1582,NaN,1015,NaN,NaN,0
2014_55_23,12:04:27,Ingrid,2176,2,5,0,NaN,575,1900,1225,1315,NaN,NaN,0
2014_55_23,12:04:31,Ingrid,2177,2,1,0,NaN,505,2816,1045,NaN,NaN,NaN,0
2014_56_23,12:04:33,Ingrid,2189,2,0,1,718,1081,2666,752,1476,724,110,0
2014_56_23,12:04:43,Ingrid,2191,5,0,1,716,1267,3199,1099,1821,722,112,0
2014_56_23,12:04:49,Ingrid,2192,4,0,1,939,572,2516,878,1822,944,123,0
2014_56_23,12:04:53,Ingrid,2193,4,0,1,699,663,2366,886,1591,705,112,0
2014_56_23,12:04:58,Ingrid,2194,2,0,1,338,609,1800,741,1085,344,106,0
2014_57_23,12:04:11,Ingrid,2197,3,0,1,628,1374,2966,842,1476,634,117,0
2014_57_23,12:04:15,Ingrid,2198,5,0,1,312,597,2032,1002,1320,318,116,0
2014_57_23,12:04:19,Ingrid,2199,4,5,0,NaN,641,1500,NaN,854,NaN,NaN,0
2014_57_23,12:04:22,Ingrid,2200,5,0,1,737,526,2316,940,1683,743,107,0
2014_57_23,12:04:27,Ingrid,2201,5,5,0,NaN,549,1516,NaN,947,NaN,NaN,0
2014_57_23,12:04:32,Ingrid,2202,5,0,1,526,1469,3132,1013,1545,532,119,0
